data,lp,src,ref,pos,neg,pos.model,neg.model,bestmodel
newstest2019,en-fi,"These together turned the situation upside down, and highlighted the issue in the headlines of the Financial Times and the BBC.",Nämä yhdessä ryöpäyttivät tilanteen ja nosti asian Financial Timesin ja BBC:n pääotsikoihin.,"Nämä yhdessä käänsi tilanteen ylösalaisin, ja nostanut esiin otsikoissa Financial Times ja BBC.","jama olen aivan vertaa vuosille 2007 ja 2008, sanoo Vanhanen.",online-G.0,apertium-unconstrained.4769,online-G.0
newstest2019,en-fi,I started playing volleyball in Elimäen NMKY's E girls when I was nine.,Aloitin lentopallon 9-vuotiaana Elimäen NMKY:n E-tytöissä.,"Aloin pelaa lentopalloa Elimäen NMKY 's E - tytöt, kun olin yhdeksän.","Aloin pelata volleyball in Elimäen NMKY:n E tytöt, kun olin yhdeksän.",HY-SMT.4882,jhu-pbmt.4968,HY-SMT.4882
newstest2019,en-fi,"“Some cities have double the amount of thefts per capita compared to others”, describes Chief Superintendent of the National Police Board, Tommi Reen.","""Toisissa kaupungeissa tapahtuu asukasmäärään suhteutettuna tuplamäärä varkauksia verrattuna toisiin"", luonnehtii Poliisihallituksen poliisitarkastaja Tommi Reen.","""Joillakin kaupungeilla on kaksinkertainen määrä varkauksia asukasta kohden verrattuna muihin"", kuvailee ylikomisario Tommi Reen.","Reen. Turku kyylät pohdiskelee, miksi kaupunki otteet pää/pää- kohta sisällä vertailu.",HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,"“Some cities have double the amount of thefts per capita compared to others”, describes Chief Superintendent of the National Police Board, Tommi Reen.","""Toisissa kaupungeissa tapahtuu asukasmäärään suhteutettuna tuplamäärä varkauksia verrattuna toisiin"", luonnehtii Poliisihallituksen poliisitarkastaja Tommi Reen.","""Joissakin kaupungeissa on kaksinkertainen verrattuna muihin kaupunkeihin verrattuna.","Reen. Turku kyylät pohdiskelee, miksi kaupunki otteet pää/pää- kohta sisällä vertailu.",TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,"“Some cities have double the amount of thefts per capita compared to others”, describes Chief Superintendent of the National Police Board, Tommi Reen.","""Toisissa kaupungeissa tapahtuu asukasmäärään suhteutettuna tuplamäärä varkauksia verrattuna toisiin"", luonnehtii Poliisihallituksen poliisitarkastaja Tommi Reen.","""Joillakin kaupungeilla on kaksinkertainen määrä varkauksia asukasta kohden verrattuna muihin"", kuvailee ylikomisario Tommi Reen.","""Joissakin kaupungeissa on kaksinkertainen verrattuna muihin kaupunkeihin verrattuna.",HY-HNMT.4961,TALP-UPC.4939,HY-HNMT.4961
newstest2019,en-fi,"In the course of three days, the medal games will be played in both adult and youth categories.",Kolmen päivän aikana mitaleista pelataan sekä aikuisten että nuorten sarjoissa.,Kolmen päivän aikana mitalipelejä pelataan sekä aikuisten että nuorten luokissa.,Kolmen päivän aikana mitali pelit pelataan aikuisten ja nuorten luokkiin.,AaltoHnmtMultitask.4873,online-A.0,AaltoHnmtMultitask.4873
newstest2019,en-fi,"Hasu, who currently lives in Helsinki, eagerly awaits for games in front of a familiar crowd.",Nykyään Helsingissä asuva Hasu odottaa innolla pelejä tutun yleisön edessä.,"Hasu, joka asuu tällä hetkellä Helsingissä, innokkaasti odottaa pelejä edessä tuttu yleisö.",Helsingissä asuu tällä hetkellä elämisen arvo Helsingissä.,online-G.0,TALP-UPC.4939,online-G.0
newstest2019,en-fi,"Hasu, who currently lives in Helsinki, eagerly awaits for games in front of a familiar crowd.",Nykyään Helsingissä asuva Hasu odottaa innolla pelejä tutun yleisön edessä.,"Hasu, joka asuu tällä hetkellä Helsingissä, odottaa innolla kisoja tutun porukan edessä.","Hasu, joka asuu tällä hetkellä Helsingissä, innokkaasti odottaa pelejä edessä tuttu yleisö.",AaltoHnmtMultitask.4873,online-G.0,AaltoHnmtMultitask.4873
newstest2019,en-fi,"Hasu, who currently lives in Helsinki, eagerly awaits for games in front of a familiar crowd.",Nykyään Helsingissä asuva Hasu odottaa innolla pelejä tutun yleisön edessä.,"Hasu, joka elää tällä hetkellä Helsingissä, odottaa innokkaasti kisoja tutulla väkivallalla.",Helsingissä asuu tällä hetkellä elämisen arvo Helsingissä.,AaltoHnmtFlatcat.4798,TALP-UPC.4939,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Hasu, who currently lives in Helsinki, eagerly awaits for games in front of a familiar crowd.",Nykyään Helsingissä asuva Hasu odottaa innolla pelejä tutun yleisön edessä.,"Hasu, joka asuu tällä hetkellä Helsingissä, odottaa innolla kisoja tutun porukan edessä.",Helsingissä asuu tällä hetkellä elämisen arvo Helsingissä.,AaltoHnmtMultitask.4873,TALP-UPC.4939,AaltoHnmtMultitask.4873
newstest2019,en-fi,"Hasu, who currently lives in Helsinki, eagerly awaits for games in front of a familiar crowd.",Nykyään Helsingissä asuva Hasu odottaa innolla pelejä tutun yleisön edessä.,"Hasu, joka asuu tällä hetkellä Helsingissä, odottaa innolla kisoja tutun porukan edessä.","Hasu, joka elää tällä hetkellä Helsingissä, odottaa innokkaasti kisoja tutulla väkivallalla.",AaltoHnmtMultitask.4873,AaltoHnmtFlatcat.4798,AaltoHnmtMultitask.4873
newstest2019,en-fi,I hope as many as possible can make it to the stands this weekend.,Toivottavasti mahdollisimman moni pääsee viikonloppuna katsomoon.,"Toivon, että mahdollisimman moni voi tehdä sen on tänä viikonloppuna.",olen taatusti areena baseballissa stadion on on olla iso.,jhu-nmt-lattice-rescore.4903,apertium-unconstrained.4769,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"I haven’t played in adult categories that often in Kouvola, so it is great to play in the finals in my own home area, says Hasu feeling sentimental.","En ole aikuisten sarjoissa kovin usein Kouvolassa pelannutkaan, joten on hienoa pelata finaaleissa kotikulmilla, Hasu tunnelmoi.","En ole pelannut usein aikuisten ryhmissä, Kouvolassa, joten on hienoa pelata finaalissa kotialuetta, kertoo Hasu tunnetunne.","En ole pelannut adult Kategoriat, joka usein Kouvolassa, joten on hienoa olla oman kotialueella finaalissa sanoo Hasu tunne tunteellinen.",HY-SMT.4882,online-A.0,HY-SMT.4882
newstest2019,en-fi,He introduced new ingredients.,Hän toi uusia ainesosia.,Hän toi esiin uusia aineksia.,Hän otti käyttöön uusia aineksia.,HY-AH.4797,HY-HNMT.4961,HY-AH.4797
newstest2019,en-fi,"Bacon-egg-and-cheese sandwiches are on the menu, and toppings like capers and sautéed onions are available.","Ruokalistalta löytyy pekoni-kananmuna-juustovoileipiä, ja päällysteissä on tarjolla esimerkiksi kapriksia ja ruskistettua sipulia.","Pekoni-muna-juuston sandwiches ovat syödyksi, ja kuten capers ja sautéed toppings sipulit ovat saatavilla.","Shabby ovat ruokalistalla, ja sokerit ja sipulit sipulit ovat saatavilla.",jhu-nmt-lattice-rescore.4903,AaltoHnmtMultitask.4873,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"Bacon-egg-and-cheese sandwiches are on the menu, and toppings like capers and sautéed onions are available.","Ruokalistalta löytyy pekoni-kananmuna-juustovoileipiä, ja päällysteissä on tarjolla esimerkiksi kapriksia ja ruskistettua sipulia.","Pekonia - munia- ja juustovoileipiä ovat ruokalista, ja kapuloita ja sipuleita on saatavilla.","Shabby ovat ruokalistalla, ja sokerit ja sipulit sipulit ovat saatavilla.",HY-HNMT.4961,AaltoHnmtMultitask.4873,HY-HNMT.4961
newstest2019,en-fi,It even reused the lights from the old Verb.,Se jopa käytti vanhan Verbin valoja.,Se jopa käyttää uudelleen valoja vanhasta verbistä.,Se jopa käyttää uudelleen valot vanhasta verbi.,HY-HNMT.4961,HY-SMT.4882,HY-HNMT.4961
newstest2019,en-fi,"Mr. Rodriguez, 36, kept a lot of things the same.","Rodriguez, 36, piti monta asiaa ennallaan.","Herra Rodriguez, 36, piti paljon asioita sama.","Herra Rodriguez, 36, piti paljon asioita samalla.",HY-AH.4797,online-G.0,HY-AH.4797
newstest2019,en-fi,He started at Verb in 2001 and was there until the end.,"Hän aloitti Verbissä vuonna 2001, ja oli siellä loppuun asti.",Hän aloitti Verbissä vuonna 2001 ja oli siellä loppuun asti.,Verbi hän aloitti vuonna 2001 ja oli mukana loppuun asti.,online-B.0,HY-SMT.4882,online-B.0
newstest2019,en-fi,He started at Verb in 2001 and was there until the end.,"Hän aloitti Verbissä vuonna 2001, ja oli siellä loppuun asti.",Hän aloitti Verbissä vuonna 2001 ja oli siellä loppuun asti.,Hän alkoi Verbin luona vuonna 2001 ja oli siinä loppuon.,online-B.0,HY-AH.4797,online-B.0
newstest2019,en-fi,"Leading the new Verb is Cisco Rodriguez, a longtime employee at the old cafe who is an owner and the general manager at the new place.","Uutta Verbiä johtaa Cisco Rodriguez, vanhan kahvilan pitkäaikainen työntekijä, joka on uuden paikan omistaja ja pääjohtaja.","Uutta verbiä johtava Cisco Rodriguez on Longtimen työntekijä, joka on vanha kahvila, joka on omistaja ja yleinen manageri uudessa paikassa.","Johtavat uudet verbi ovat Cisco Rodriguezin, longtime työntekijä vanhassa cafe, joka on omistaja ja yleinen johtaja uudessa paikassa.",HY-HNMT.4961,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961
newstest2019,en-fi,"Leading the new Verb is Cisco Rodriguez, a longtime employee at the old cafe who is an owner and the general manager at the new place.","Uutta Verbiä johtaa Cisco Rodriguez, vanhan kahvilan pitkäaikainen työntekijä, joka on uuden paikan omistaja ja pääjohtaja.","Uutta verbiä johtava Cisco Rodriguez on Longtimen työntekijä, joka on vanha kahvila, joka on omistaja ja yleinen manageri uudessa paikassa.","Johtaminen uuden Verbin be Cisco Rodriguezia, pitkäaikaisen työntekijän vanhan kahvilan luona, joka on omistajaa ja pääjohtajaa uuden paikan luona.",HY-HNMT.4961,HY-AH.4797,HY-HNMT.4961
newstest2019,en-fi,"Leading the new Verb is Cisco Rodriguez, a longtime employee at the old cafe who is an owner and the general manager at the new place.","Uutta Verbiä johtaa Cisco Rodriguez, vanhan kahvilan pitkäaikainen työntekijä, joka on uuden paikan omistaja ja pääjohtaja.","Uutta verbiä johtava Cisco Rodriguez on Longtimen työntekijä, joka on vanha kahvila, joka on omistaja ja yleinen manageri uudessa paikassa.","Uusi verbi on Cisco Rodriguez, pitkäaikainen työntekijä vanha Caféssa, joka on omistaja ja johtaja uusi paikka.",HY-HNMT.4961,online-A.0,HY-HNMT.4961
newstest2019,en-fi,"Central Command, known as Centcom, is the military headquarters in Tampa, Fla., that oversees American military operations across the Middle East and Central Asia.","Päämaja, joka tunnetaan Centcomina, on asevoimien sotatoimialueen esikunta Floridan Tampassa, joka valvoo Yhdysvaltain asevoimien operaatioita Lähi-Idässä ja Keski-Aasiassa.","Keskuslennosto, joka tunnetaan nimellä Centcom, on Tampan pääkonttorissa, FLA:ssa, joka varjelee amerikkalaisia sotilasoperaatioita Lähi-idässä ja Keski-Aasiassa.","Aasia. ""Älli seuraukset hyväksyy ohi vanha Centcom johtajat tyypillisesti jos lisää ehdoton depiction Yhdysvalloista antiterrorism vaivat kuin olen warranted ohi faktat päälle alue ja olemme yhdenmukaisesti lisää ehdoton kuin analyysi tuottaa ohi ainekset ällistä kommuuni"", uutinen päästö noin maine sanoo.",HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,"Central Command, known as Centcom, is the military headquarters in Tampa, Fla., that oversees American military operations across the Middle East and Central Asia.","Päämaja, joka tunnetaan Centcomina, on asevoimien sotatoimialueen esikunta Floridan Tampassa, joka valvoo Yhdysvaltain asevoimien operaatioita Lähi-Idässä ja Keski-Aasiassa.",Amerikkalaisia sotilasoperaatioita eri puolilla Lähi-itää ja Keski-Aasiaa valvoo Yhdysvaltojen sotilasoperaatiot Lähi-idässä ja Keski-Aasiassa.,"Aasia. ""Älli seuraukset hyväksyy ohi vanha Centcom johtajat tyypillisesti jos lisää ehdoton depiction Yhdysvalloista antiterrorism vaivat kuin olen warranted ohi faktat päälle alue ja olemme yhdenmukaisesti lisää ehdoton kuin analyysi tuottaa ohi ainekset ällistä kommuuni"", uutinen päästö noin maine sanoo.",TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,"Central Command, known as Centcom, is the military headquarters in Tampa, Fla., that oversees American military operations across the Middle East and Central Asia.","Päämaja, joka tunnetaan Centcomina, on asevoimien sotatoimialueen esikunta Floridan Tampassa, joka valvoo Yhdysvaltain asevoimien operaatioita Lähi-Idässä ja Keski-Aasiassa.","Central Command, joka tunnetaan Centcom, armeijan päämaja on Tampassa, Fla., joka valvoo Yhdysvaltain sotilasoperaatioista koko Middle East and Central Asia.","Aasia. ""Älli seuraukset hyväksyy ohi vanha Centcom johtajat tyypillisesti jos lisää ehdoton depiction Yhdysvalloista antiterrorism vaivat kuin olen warranted ohi faktat päälle alue ja olemme yhdenmukaisesti lisää ehdoton kuin analyysi tuottaa ohi ainekset ällistä kommuuni"", uutinen päästö noin maine sanoo.",jhu-pbmt.4968,apertium-unconstrained.4769,jhu-pbmt.4968
newstest2019,en-fi,"Ms. Zhu criticized the company's mostly white, all-male leadership and ended her essay with a hashtag: #DeleteSnapchat.",Zhu arvosteli yhtiön pääasiassa valkoista miesjohtoa ja päätti kirjoitelmansa hashtagilla #DeleteSnapchat (#PoistaSnapchat),"M. Zhu arvosteli yhtiön lähinnä valkoista, valkoisia johtoa ja lopetti esseensä esseensä: Hashtag.","Musta Zhu on moittinut yhtiötä, joka koostuu enimmäkseen valkoisesta, kaikista miespuolisista johtajuuksista ja päättyi hänen satiirilehtiinsä: Genderiin.",AaltoHnmtMultitask.4873,AaltoHnmtFlatcat.4798,AaltoHnmtMultitask.4873
newstest2019,en-fi,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","”Joko heillä ei ole henkilökunnassaan monimuotoista eri ihonvärien edustusta, minkä vuoksi he pystyvät tekemään tämänkaltaisia päätöksiä”, kiinalais-amerikkalainen Zhu sanoi, ”tai heillä on eri ihonvärien edustajia töissä, mutta he eivät ole asemissa, joissa tuntisivat olonsa turvalliseksi tai voisivat puhua suoraan.”","""Se, että heillä ei ole myöskään monipuolista edustusta henkilöstönsä väri siihen pisteeseen, että ne voisi tehdä päätöksiä,"" Ms. Zhu, joka on kiinalais - amerikkalaista, sanoi "", tai heillä on jokin värillisiä ihmisiä, jotka työskentelevät siellä, mutta heitä ei tehtäviin, joissa he tuntevat olonsa turvalliseksi ja mukavaksi puhua"".","""Heidän mukaansa heillä ei ollut erilaista värien väriä edustavaa henkilökuntaa siihen pisteeseen, jossa he pystyvät tekemään tällaisia päätöksiä,"" kiina-amerikkalainen Zhu sanoi, ""tai heillä on joitain värejä, jotka työskentelevät siellä, mutta he eivät ole asemissa, joissa he ovat turvallisia tai mukavia puhua.""",HY-SMT.4882,online-B.0,HY-SMT.4882
newstest2019,en-fi,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","”Joko heillä ei ole henkilökunnassaan monimuotoista eri ihonvärien edustusta, minkä vuoksi he pystyvät tekemään tämänkaltaisia päätöksiä”, kiinalais-amerikkalainen Zhu sanoi, ”tai heillä on eri ihonvärien edustajia töissä, mutta he eivät ole asemissa, joissa tuntisivat olonsa turvalliseksi tai voisivat puhua suoraan.”","""Heidän mukaansa heillä ei ollut erilaista värien väriä edustavaa henkilökuntaa siihen pisteeseen, jossa he pystyvät tekemään tällaisia päätöksiä,"" kiina-amerikkalainen Zhu sanoi, ""tai heillä on joitain värejä, jotka työskentelevät siellä, mutta he eivät ole asemissa, joissa he ovat turvallisia tai mukavia puhua.""","tarkkailijat osake kanta, kanne että Snapchat omistaa vasuri pääasiassa unanswered.",online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","”Joko heillä ei ole henkilökunnassaan monimuotoista eri ihonvärien edustusta, minkä vuoksi he pystyvät tekemään tämänkaltaisia päätöksiä”, kiinalais-amerikkalainen Zhu sanoi, ”tai heillä on eri ihonvärien edustajia töissä, mutta he eivät ole asemissa, joissa tuntisivat olonsa turvalliseksi tai voisivat puhua suoraan.”","""Se, että heillä ei ole myöskään monipuolista edustusta henkilöstönsä väri siihen pisteeseen, että ne voisi tehdä päätöksiä,"" Ms. Zhu, joka on kiinalais - amerikkalaista, sanoi "", tai heillä on jokin värillisiä ihmisiä, jotka työskentelevät siellä, mutta heitä ei tehtäviin, joissa he tuntevat olonsa turvalliseksi ja mukavaksi puhua"".","”Joko se, että heillä ei ole monimuotoista edustustoa henkilöstönsä henkilöstöään, jossa he voivat tehdä tällaisia päätöksiä”, Zhu Zhu, joka on kiinan, sanoi: ”Tai heillä on joitakin ihmisiä, jotka työskentelevät siellä, mutta heillä ei ole kantoja, joissa he tuntevat olonsa turvalliseksi tai mukavaksi puhumaan”.",HY-SMT.4882,AaltoHnmtMultitask.4873,HY-SMT.4882
newstest2019,en-fi,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","”Joko heillä ei ole henkilökunnassaan monimuotoista eri ihonvärien edustusta, minkä vuoksi he pystyvät tekemään tämänkaltaisia päätöksiä”, kiinalais-amerikkalainen Zhu sanoi, ”tai heillä on eri ihonvärien edustajia töissä, mutta he eivät ole asemissa, joissa tuntisivat olonsa turvalliseksi tai voisivat puhua suoraan.”","""Se, että heillä ei ole myöskään monipuolista edustusta henkilöstönsä väri siihen pisteeseen, että ne voisi tehdä päätöksiä,"" Ms. Zhu, joka on kiinalais - amerikkalaista, sanoi "", tai heillä on jokin värillisiä ihmisiä, jotka työskentelevät siellä, mutta heitä ei tehtäviin, joissa he tuntevat olonsa turvalliseksi ja mukavaksi puhua"".","tarkkailijat osake kanta, kanne että Snapchat omistaa vasuri pääasiassa unanswered.",HY-SMT.4882,apertium-unconstrained.4769,HY-SMT.4882
newstest2019,en-fi,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","”Joko heillä ei ole henkilökunnassaan monimuotoista eri ihonvärien edustusta, minkä vuoksi he pystyvät tekemään tämänkaltaisia päätöksiä”, kiinalais-amerikkalainen Zhu sanoi, ”tai heillä on eri ihonvärien edustajia töissä, mutta he eivät ole asemissa, joissa tuntisivat olonsa turvalliseksi tai voisivat puhua suoraan.”","On totta, että heillä ei ole mitään erilaisia mielipiteitä siitä, että heillä ei ole minkäänlaista erilaista edustusta henkilöä kohtaan, jossa he haluavat tehdä tällaisen päätöksen, jossa he voivat tehdä tällaiset päätökset, kuten Kiinan ja Yhdysvalloista kotoisin olevan Mustan Zhu. Hän sanoi, että heillä on jonkin verran kolaria, joka työskentelee siellä, mutta ei kaduilla, joissa he tuntevat olonsa turvalliseksi tai mukavasti.","tarkkailijat osake kanta, kanne että Snapchat omistaa vasuri pääasiassa unanswered.",AaltoHnmtFlatcat.4798,apertium-unconstrained.4769,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""","”Joko heillä ei ole henkilökunnassaan monimuotoista eri ihonvärien edustusta, minkä vuoksi he pystyvät tekemään tämänkaltaisia päätöksiä”, kiinalais-amerikkalainen Zhu sanoi, ”tai heillä on eri ihonvärien edustajia töissä, mutta he eivät ole asemissa, joissa tuntisivat olonsa turvalliseksi tai voisivat puhua suoraan.”","”Joko se, että heillä ei ole monimuotoista edustustoa henkilöstönsä henkilöstöään, jossa he voivat tehdä tällaisia päätöksiä”, Zhu Zhu, joka on kiinan, sanoi: ”Tai heillä on joitakin ihmisiä, jotka työskentelevät siellä, mutta heillä ei ole kantoja, joissa he tuntevat olonsa turvalliseksi tai mukavaksi puhumaan”.","tarkkailijat osake kanta, kanne että Snapchat omistaa vasuri pääasiassa unanswered.",AaltoHnmtMultitask.4873,apertium-unconstrained.4769,AaltoHnmtMultitask.4873
newstest2019,en-fi,"The company does not release figures about diversity on its staff, noting its status as a private company.",Yritys ei julkista lukuja henkilökuntansa monimuotoisuudesta huomauttaen statuksestaan yksityisenä yrityksenä.,"Yhtiö ei vapauta lukuja erilaisesta henkilöstöstään, joka panee merkille asemansa yksityisenä yhtiönä.","Yritys ei vapauta lukuja henkilöstöllä erilaisuudesta sen, arvioiden sen asemaa yksityisyrityksenä.",HY-HNMT.4961,HY-AH.4797,HY-HNMT.4961
newstest2019,en-fi,"These days, Mr. Rosenthal still gets his regular order, but sometimes he'll switch things up with the bacon, egg and cheese on an everything bagel.","Nykyään Rosenthal tekee yhä tavallisen tilauksensa, mutta joskus hän vaihtelun vuoksi tilaa mausteisen bagelin pekonilla, munalla ja juustolla.","Nykyään Mr. Rosenthal saa yhä säännöllisen järjestyksensä, mutta joskus hän vaihtaa asioita pekonin, munan ja juuston kanssa kaikesta rinkelistä.",hra Rodriguez sanoo omistaa ei kova tunteet noin suopa asioi otto ohi vanha tila.,HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,"""I think we still might take them up on it,"" Mr. Rodriguez said.","”Luulen, että voimme yhä tarttua tarjoukseen”, Rodriguez sanoi.","""Luulen, että voisimme vielä ottaa niistä kiinni"", Mr. Rodriguez sanoi.","Jäsen Rodriguez totesi mielestäni edelleen, että voimme ottaa ne vastaan.",HY-HNMT.4961,AaltoHnmtFlatcat.4798,HY-HNMT.4961
newstest2019,en-fi,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.","Toinen pitkäaikainen asiakas, Tom Rosenthal, kävi Verbissä uskollisesti vuodesta 2003 alkaen.",Toinen pitkäaikainen asiakas Tom Rosenthal menestyi uskollisesti verbiin vuodesta 2003 lähtien.,omistaa on ennen opus ja käsky samoin asia ilman pettää.,online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.","Toinen pitkäaikainen asiakas, Tom Rosenthal, kävi Verbissä uskollisesti vuodesta 2003 alkaen.",Toinen pitkäaikainen asiakas Tom Rosenthal menestyi uskollisesti verbiin vuodesta 2003 lähtien.,"Tom Rosenthal, toinen Lentopalloliitto, meni uskollisesti Verdiin vuonna 2003.",online-B.0,AaltoHnmtFlatcat.4798,online-B.0
newstest2019,en-fi,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.","Toinen pitkäaikainen asiakas, Tom Rosenthal, kävi Verbissä uskollisesti vuodesta 2003 alkaen.","Tom Rosenthal, toinen longtime asiakas meni uskollinen verbi vuodesta 2003 alkaen.",omistaa on ennen opus ja käsky samoin asia ilman pettää.,jhu-pbmt.4968,apertium-unconstrained.4769,jhu-pbmt.4968
newstest2019,en-fi,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.","Toinen pitkäaikainen asiakas, Tom Rosenthal, kävi Verbissä uskollisesti vuodesta 2003 alkaen.","Tom Rosenthal, toinen longtime asiakas meni uskollinen verbi vuodesta 2003 alkaen.","Tom Rosenthal, toinen Lentopalloliitto, meni uskollisesti Verdiin vuonna 2003.",jhu-pbmt.4968,AaltoHnmtFlatcat.4798,jhu-pbmt.4968
newstest2019,en-fi,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.","Toinen pitkäaikainen asiakas, Tom Rosenthal, kävi Verbissä uskollisesti vuodesta 2003 alkaen.","Tom Rosenthal, toinen pitkäaikainen asiakas meni uskollisesti verbi vuodesta 2003 alkaen.",omistaa on ennen opus ja käsky samoin asia ilman pettää.,online-A.0,apertium-unconstrained.4769,online-A.0
newstest2019,en-fi,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.","Toinen pitkäaikainen asiakas, Tom Rosenthal, kävi Verbissä uskollisesti vuodesta 2003 alkaen.","Tom Rosenthal, toinen pitkäaikainen asiakas meni uskollisesti verbi vuodesta 2003 alkaen.","Tom Rosenthal, toinen Lentopalloliitto, meni uskollisesti Verdiin vuonna 2003.",online-A.0,AaltoHnmtFlatcat.4798,online-A.0
newstest2019,en-fi,"""Quarter past seven, every day, like clockwork, I'd come in and they were making my everything bagel with butter,"" he said.","”Joka päivä viisitoista yli seitsemän, säännöllisesti kuin kello, menin sisään ja he olivat valmistamassa mausteista bageliani voilla”, hän sanoi.","""Vartin yli seitsemän, joka päivä täällä, olisin saanut ja ne olivat minun kaikki rinkeli voita kanssa"", hän sanoi.","""Viime seitsemän korttelia päivittäin erinomaisesti, haluan tulla ja he tekivät kaikki bagel voita,"" hän sanoi.",jhu-pbmt.4968,online-A.0,jhu-pbmt.4968
newstest2019,en-fi,"""Quarter past seven, every day, like clockwork, I'd come in and they were making my everything bagel with butter,"" he said.","”Joka päivä viisitoista yli seitsemän, säännöllisesti kuin kello, menin sisään ja he olivat valmistamassa mausteista bageliani voilla”, hän sanoi.","""Vartin yli seitsemän, joka päivä täällä, olisin saanut ja ne olivat minun kaikki rinkeli voita kanssa"", hän sanoi.","""Vartin yli seitsemän, jokainen päivä, kuin kello, en olisi tullut, ja he tekivät minun kaikki leivos voita"", hän sanoi.",jhu-pbmt.4968,online-G.0,jhu-pbmt.4968
newstest2019,en-fi,"""Quarter past seven, every day, like clockwork, I'd come in and they were making my everything bagel with butter,"" he said.","”Joka päivä viisitoista yli seitsemän, säännöllisesti kuin kello, menin sisään ja he olivat valmistamassa mausteista bageliani voilla”, hän sanoi.","""Vartin yli seitsemän, joka päivä täällä, olisin saanut ja ne olivat minun kaikki rinkeli voita kanssa"", hän sanoi.","""Varttia vaille seitsemän, joka päivä, kuten Clockwork, I 'd ja ne olivat kaikki Bagel ni voin kanssa"", hän sanoo.",jhu-pbmt.4968,HY-SMT.4882,jhu-pbmt.4968
newstest2019,en-fi,"""Quarter past seven, every day, like clockwork, I'd come in and they were making my everything bagel with butter,"" he said.","”Joka päivä viisitoista yli seitsemän, säännöllisesti kuin kello, menin sisään ja he olivat valmistamassa mausteista bageliani voilla”, hän sanoi.","""Vartin yli seitsemän, joka päivä täällä, olisin saanut ja ne olivat minun kaikki rinkeli voita kanssa"", hän sanoi.",Neljänneksen aikaisemmat seitsemän.,jhu-pbmt.4968,TALP-UPC.4939,jhu-pbmt.4968
newstest2019,en-fi,"""Quarter past seven, every day, like clockwork, I'd come in and they were making my everything bagel with butter,"" he said.","”Joka päivä viisitoista yli seitsemän, säännöllisesti kuin kello, menin sisään ja he olivat valmistamassa mausteista bageliani voilla”, hän sanoi.","""Vartin yli seitsemän, joka päivä täällä, olisin saanut ja ne olivat minun kaikki rinkeli voita kanssa"", hän sanoi.","""Vartin viimeiset seitsemän päivää, kuten Clockwork, tulisivat sisään ja he tekisivät kaikkeni rinkelin kanssa"", hän sanoo.",jhu-pbmt.4968,HY-HNMT.4961,jhu-pbmt.4968
